image_name,label
010f6b4ae375622b3b64_crop_01_word_01.png,Phương
010f6b4ae375622b3b64_crop_01_word_02.png,Nguyễn
010f6b4ae375622b3b64_crop_02_word_00.png,Trâm
010f6b4ae375622b3b64_crop_02_word_01.png,Mai
010f6b4ae375622b3b64_crop_02_word_02.png,Thị
010f6b4ae375622b3b64_crop_02_word_03.png,Phạm
010f6b4ae375622b3b64_crop_03_word_00.png,Phương
010f6b4ae375622b3b64_crop_03_word_01.png,Thu
010f6b4ae375622b3b64_crop_03_word_02.png,Vũ
010f6b4ae375622b3b64_crop_04_word_00.png,My
010f6b4ae375622b3b64_crop_04_word_01.png,Thảo
010f6b4ae375622b3b64_crop_04_word_02.png,Nguyễn
010f6b4ae375622b3b64_crop_05_word_00.png,Vân
010f6b4ae375622b3b64_crop_05_word_01.png,Hồng
010f6b4ae375622b3b64_crop_05_word_02.png,Thị
010f6b4ae375622b3b64_crop_05_word_03.png,Nguyễn
010f6b4ae375622b3b64_crop_06_word_00.png,Tân
010f6b4ae375622b3b64_crop_06_word_01.png,Minh
010f6b4ae375622b3b64_crop_06_word_02.png,Thi
010f6b4ae375622b3b64_crop_06_word_03.png,Giáp
010f6b4ae375622b3b64_crop_07_word_00.png,Thảo
010f6b4ae375622b3b64_crop_07_word_01.png,Thạch
010f6b4ae375622b3b64_crop_07_word_02.png,Ngọc
010f6b4ae375622b3b64_crop_07_word_03.png,Nguyễn
010f6b4ae375622b3b64_crop_08_word_00.png,Anh
010f6b4ae375622b3b64_crop_08_word_01.png,Hương
010f6b4ae375622b3b64_crop_08_word_02.png,Lý
010f6b4ae375622b3b64_crop_09_word_00.png,Nguyệt
010f6b4ae375622b3b64_crop_09_word_01.png,Minh
010f6b4ae375622b3b64_crop_09_word_02.png,Thị
010f6b4ae375622b3b64_crop_09_word_03.png,Nguyễn
010f6b4ae375622b3b64_crop_10_word_00.png,Dũng
010f6b4ae375622b3b64_crop_10_word_01.png,Vũ
010f6b4ae375622b3b64_crop_10_word_02.png,Nguyễn
010f6b4ae375622b3b64_crop_11_word_00.png,Lâm
010f6b4ae375622b3b64_crop_11_word_01.png,Tùng
010f6b4ae375622b3b64_crop_11_word_02.png,Nguyễn
010f6b4ae375622b3b64_crop_12_word_00.png,Quỳnh
010f6b4ae375622b3b64_crop_12_word_01.png,Anh
010f6b4ae375622b3b64_crop_12_word_02.png,Thị
010f6b4ae375622b3b64_crop_12_word_03.png,Nguyễn
010f6b4ae375622b3b64_crop_13_word_00.png,Anh
010f6b4ae375622b3b64_crop_13_word_01.png,Quỳnh
010f6b4ae375622b3b64_crop_13_word_02.png,Trần
010f6b4ae375622b3b64_crop_14_word_00.png,Trang
010f6b4ae375622b3b64_crop_14_word_01.png,Mai
010f6b4ae375622b3b64_crop_14_word_02.png,Đỗ
010f6b4ae375622b3b64_crop_15_word_00.png,Vy
010f6b4ae375622b3b64_crop_15_word_01.png,Ngọc
010f6b4ae375622b3b64_crop_15_word_02.png,Hoàng
010f6b4ae375622b3b64_crop_15_word_03.png,Nguyễn
0a6ae3a4c79d46c31f8c_crop_01_word_00.png,Trường
0a6ae3a4c79d46c31f8c_crop_01_word_01.png,Văn
0a6ae3a4c79d46c31f8c_crop_01_word_02.png,Nguyễn
0a6ae3a4c79d46c31f8c_crop_02_word_00.png,Trang
0a6ae3a4c79d46c31f8c_crop_02_word_01.png,Huyền
0a6ae3a4c79d46c31f8c_crop_02_word_02.png,Thị
0a6ae3a4c79d46c31f8c_crop_02_word_03.png,Trần
0a6ae3a4c79d46c31f8c_crop_03_word_00.png,Lan
0a6ae3a4c79d46c31f8c_crop_03_word_01.png,Thị
0a6ae3a4c79d46c31f8c_crop_03_word_02.png,Lê
0a6ae3a4c79d46c31f8c_crop_04_word_00.png,Hải
0a6ae3a4c79d46c31f8c_crop_04_word_01.png,Tiến
0a6ae3a4c79d46c31f8c_crop_04_word_02.png,Cao
0a6ae3a4c79d46c31f8c_crop_05_word_00.png,Yến
0a6ae3a4c79d46c31f8c_crop_05_word_01.png,Hải
0a6ae3a4c79d46c31f8c_crop_05_word_02.png,Thị
0a6ae3a4c79d46c31f8c_crop_05_word_03.png,Nguyễn
0a6ae3a4c79d46c31f8c_crop_06_word_00.png,Loan
0a6ae3a4c79d46c31f8c_crop_06_word_01.png,Thanh
0a6ae3a4c79d46c31f8c_crop_06_word_02.png,Nguyễn
0a6ae3a4c79d46c31f8c_crop_07_word_00.png,Yên
0a6ae3a4c79d46c31f8c_crop_07_word_01.png,Thanh
0a6ae3a4c79d46c31f8c_crop_07_word_02.png,Thị
0a6ae3a4c79d46c31f8c_crop_07_word_03.png,Lê
0a6ae3a4c79d46c31f8c_crop_08_word_00.png,Tuấn
0a6ae3a4c79d46c31f8c_crop_08_word_01.png,Công
0a6ae3a4c79d46c31f8c_crop_08_word_02.png,Trịnh
0a6ae3a4c79d46c31f8c_crop_09_word_00.png,Lịch
0a6ae3a4c79d46c31f8c_crop_09_word_01.png,Thị
0a6ae3a4c79d46c31f8c_crop_09_word_02.png,Hoàng
0a6ae3a4c79d46c31f8c_crop_10_word_00.png,Hồng
0a6ae3a4c79d46c31f8c_crop_10_word_01.png,Thúy
0a6ae3a4c79d46c31f8c_crop_10_word_02.png,Thị
0a6ae3a4c79d46c31f8c_crop_10_word_03.png,Đặng
0a6ae3a4c79d46c31f8c_crop_11_word_00.png,Hoàng
0a6ae3a4c79d46c31f8c_crop_11_word_01.png,Minh
0a6ae3a4c79d46c31f8c_crop_11_word_02.png,Lê
0a6ae3a4c79d46c31f8c_crop_12_word_00.png,Hưng
0a6ae3a4c79d46c31f8c_crop_12_word_01.png,Quốc
0a6ae3a4c79d46c31f8c_crop_12_word_02.png,Phạm
0a6ae3a4c79d46c31f8c_crop_13_word_00.png,Dương
0a6ae3a4c79d46c31f8c_crop_13_word_01.png,Ngọc
0a6ae3a4c79d46c31f8c_crop_13_word_02.png,Phạm
0a6ae3a4c79d46c31f8c_crop_14_word_00.png,Phúc
0a6ae3a4c79d46c31f8c_crop_14_word_01.png,Văn
0a6ae3a4c79d46c31f8c_crop_14_word_02.png,Lê
0a6ae3a4c79d46c31f8c_crop_15_word_00.png,Giang
0a6ae3a4c79d46c31f8c_crop_15_word_01.png,Văn
0a6ae3a4c79d46c31f8c_crop_15_word_02.png,Ngô
1721abc18ff80ea657e9_crop_01_word_00.png,Đạt
1721abc18ff80ea657e9_crop_01_word_01.png,Tuấn
1721abc18ff80ea657e9_crop_01_word_02.png,Lê
1721abc18ff80ea657e9_crop_02_word_00.png,Cường
1721abc18ff80ea657e9_crop_02_word_01.png,Hùng
1721abc18ff80ea657e9_crop_02_word_02.png,Lưu
1721abc18ff80ea657e9_crop_03_word_00.png,Hương
1721abc18ff80ea657e9_crop_03_word_01.png,Lan
1721abc18ff80ea657e9_crop_03_word_02.png,Thị
1721abc18ff80ea657e9_crop_03_word_03.png,Đào
1721abc18ff80ea657e9_crop_04_word_00.png,Hưng
1721abc18ff80ea657e9_crop_04_word_01.png,Cảnh
1721abc18ff80ea657e9_crop_04_word_02.png,Vũ
1721abc18ff80ea657e9_crop_05_word_00.png,Hạnh
1721abc18ff80ea657e9_crop_05_word_01.png,Quang
1721abc18ff80ea657e9_crop_05_word_02.png,Vũ
1721abc18ff80ea657e9_crop_06_word_00.png,Mai
1721abc18ff80ea657e9_crop_06_word_01.png,Thị
1721abc18ff80ea657e9_crop_06_word_02.png,Đào
1721abc18ff80ea657e9_crop_07_word_00.png,Ánh
1721abc18ff80ea657e9_crop_07_word_01.png,Ngọc
1721abc18ff80ea657e9_crop_07_word_02.png,Hoàng
1721abc18ff80ea657e9_crop_08_word_00.png,Huệ
1721abc18ff80ea657e9_crop_08_word_01.png,Bích
1721abc18ff80ea657e9_crop_08_word_02.png,Lê
1721abc18ff80ea657e9_crop_09_word_00.png,Huyền
1721abc18ff80ea657e9_crop_09_word_01.png,Thị
1721abc18ff80ea657e9_crop_09_word_02.png,Phạm
1721abc18ff80ea657e9_crop_10_word_00.png,Đại
1721abc18ff80ea657e9_crop_10_word_01.png,Bình
1721abc18ff80ea657e9_crop_10_word_02.png,Nguyễn
1721abc18ff80ea657e9_crop_11_word_00.png,Hùng
1721abc18ff80ea657e9_crop_11_word_01.png,Việt
1721abc18ff80ea657e9_crop_11_word_02.png,Phạm
1721abc18ff80ea657e9_crop_12_word_00.png,Nghĩa
1721abc18ff80ea657e9_crop_12_word_01.png,Minh
1721abc18ff80ea657e9_crop_12_word_02.png,Thị
1721abc18ff80ea657e9_crop_12_word_03.png,Vũ
1721abc18ff80ea657e9_crop_13_word_00.png,Hiền
1721abc18ff80ea657e9_crop_13_word_01.png,Mạnh
1721abc18ff80ea657e9_crop_13_word_02.png,Hoàng
1721abc18ff80ea657e9_crop_14_word_00.png,Thịnh
1721abc18ff80ea657e9_crop_14_word_01.png,Thái
1721abc18ff80ea657e9_crop_15_word_00.png,Thọ
1721abc18ff80ea657e9_crop_15_word_01.png,Xuân
1721abc18ff80ea657e9_crop_15_word_02.png,Đinh
1c785e9f7aa6fbf8a2b7_crop_01_word_00.png,Đạt
1c785e9f7aa6fbf8a2b7_crop_01_word_01.png,Tuấn
1c785e9f7aa6fbf8a2b7_crop_01_word_02.png,Lê
1c785e9f7aa6fbf8a2b7_crop_02_word_00.png,Cường
1c785e9f7aa6fbf8a2b7_crop_02_word_01.png,Hùng
1c785e9f7aa6fbf8a2b7_crop_02_word_02.png,Lưu
1c785e9f7aa6fbf8a2b7_crop_03_word_00.png,Hương
1c785e9f7aa6fbf8a2b7_crop_03_word_01.png,Lan
1c785e9f7aa6fbf8a2b7_crop_03_word_02.png,Thị
1c785e9f7aa6fbf8a2b7_crop_03_word_03.png,Đào
1c785e9f7aa6fbf8a2b7_crop_04_word_00.png,Hưng
1c785e9f7aa6fbf8a2b7_crop_04_word_01.png,Cảnh
1c785e9f7aa6fbf8a2b7_crop_04_word_02.png,Vũ
1c785e9f7aa6fbf8a2b7_crop_05_word_00.png,Hạnh
1c785e9f7aa6fbf8a2b7_crop_05_word_01.png,Quang
1c785e9f7aa6fbf8a2b7_crop_05_word_02.png,Vũ
1c785e9f7aa6fbf8a2b7_crop_06_word_00.png,Mai
1c785e9f7aa6fbf8a2b7_crop_06_word_01.png,Thị
1c785e9f7aa6fbf8a2b7_crop_06_word_02.png,Đào
1c785e9f7aa6fbf8a2b7_crop_07_word_00.png,Ánh
1c785e9f7aa6fbf8a2b7_crop_07_word_01.png,Ngọc
1c785e9f7aa6fbf8a2b7_crop_07_word_02.png,Hoàng
1c785e9f7aa6fbf8a2b7_crop_08_word_00.png,Huệ
1c785e9f7aa6fbf8a2b7_crop_08_word_01.png,Bích
1c785e9f7aa6fbf8a2b7_crop_08_word_02.png,Lê
1c785e9f7aa6fbf8a2b7_crop_09_word_00.png,Huyền
1c785e9f7aa6fbf8a2b7_crop_09_word_01.png,Thị
1c785e9f7aa6fbf8a2b7_crop_09_word_02.png,Phạm
1c785e9f7aa6fbf8a2b7_crop_10_word_00.png,Đại
1c785e9f7aa6fbf8a2b7_crop_10_word_01.png,Bình
1c785e9f7aa6fbf8a2b7_crop_10_word_02.png,Nguyễn
1c785e9f7aa6fbf8a2b7_crop_11_word_00.png,Hùng
1c785e9f7aa6fbf8a2b7_crop_11_word_01.png,Việt
1c785e9f7aa6fbf8a2b7_crop_11_word_02.png,Phạm
1c785e9f7aa6fbf8a2b7_crop_12_word_00.png,Nghĩa
1c785e9f7aa6fbf8a2b7_crop_12_word_01.png,Minh
1c785e9f7aa6fbf8a2b7_crop_12_word_02.png,Thị
1c785e9f7aa6fbf8a2b7_crop_12_word_03.png,Vũ
